Molecule,Force,Ave_BondLength,Ave_CosbondLength,Ave_MayerBonds,ReactionRingAtoms,BrokenInRatio,BondType,Ave_MullikenCharge1,Ave_MullikenCharge2,MinLength,MaxLength,Elec_reac_max_mean,Elec_reac_min_mean,Nuc_reac_max_mean,Nuc_reac_min_mean
2210,4,1.55766294,1.5577,0.83129969,3,0.33333333,0,0.015035,0.015828,10.4720467,11.9680534,0.01285,0.01276,0.10921,0.10479
2211,1.8,1.58876446,1.5888,0.7816117,3,0.33333333,0,-0.166726,-0.165185,10.158592,11.6098195,0.03251,0.03246,0.08642,0.086
2212,2.1,1.55370766,1.5537,0.83575551,3,0.33333333,0,-0.018364,-0.017242,10.1484156,11.5981892,0.02374,0.0236,0.10984,0.10901
2216,2.3,1.55270838,1.5525,0.827515,3,0.33333333,0,-0.035133,0.022506,10.4587699,11.9528799,0.02037,0.01824,0.10616,0.10407
2217,2.8,1.55478349,1.5545,0.85376788,3,0.33333333,0,-0.07153,-0.043519,10.1660785,11.6183754,0.02176,0.01933,0.09786,0.05756
2218,2.8,1.55339875,1.5531,0.8557493,3,0.33333333,0,-0.103555,-0.084631,10.1571226,11.6081401,0.02621,0.02262,0.1352,0.09118
2219,2.1,1.54225232,1.5419,0.87081513,3,0.33333333,0,-0.030994,0.05529,13.0616851,14.5129835,0.01672,0.01267,0.07873,0.03635
2220,1.9,1.53957051,1.5395,0.88089315,3,0.33333333,0,0.051582,0.063366,16.5604722,18.0659697,0.01728,0.01431,0.06132,0.04498
2221,3.7,1.54084022,1.5408,0.86525585,3,0.33333333,0,0.041427,0.061718,13.5438254,21.0681728,0.01146,0.00942,0.06429,0.05775
2222,3.3,1.55090821,1.5506,0.81848378,3,0.33333333,0,-0.152956,-0.061416,7.68112695,9.21735234,0.00865,0.00321,0.10875,0.09545
2223,3.7,1.51534635,1.5149,0.88975682,3,0.33333333,0,-0.052426,0.230125,9.20463273,10.7387382,0.02215,0.02075,0.11573,0.09009
2224,3.2,1.54254128,1.5421,0.86444506,3,0.33333333,0,-0.174177,0.081143,9.20486975,10.7390147,0.01783,0.01759,0.12004,0.11327
2225,5.3,1.50628733,1.1968,0.88782236,3,0.33333333,0,-0.048029,0.233077,9.20255454,10.7363136,0.02239,0.02148,0.12529,0.07644
2226,3.2,1.5624302,1.5624,0.85517536,3,0.33333333,0,-0.097195,-0.0948,19.4685436,23.9612844,0.00248,0.00246,0.01009,0.00971
2227,4.7,1.53275773,1.2348,0.85419984,11,0.36363636,0,-0.273771,0.075359,19.6502122,28.7195409,0.01618,0.01268,0.01402,0.00183
2228,3.8,1.52924927,1.527,0.85573146,11,0.36363636,0,-0.28488,0.108108,19.6211846,28.677116,0.01593,0.01264,0.02252,-0.00317
2229,4.8,1.53629465,1.2342,0.83565856,11,0.36363636,0,-0.300147,0.066363,19.6026422,25.6342244,0.01537,0.00752,0.01681,0.01676
2232,5.2,1.53284842,1.1799,0.82580971,7,0.28571429,0,-0.218959,-0.006847,6.07257825,9.10886737,0.01545,0.00701,0.09135,0.0866
2234,2.9,1.53477409,1.5347,0.83272195,3,0.33333333,0,-0.009178,0.030232,4.5526082,10.6227525,0.01664,0.01654,0.1006,0.06171
2235,2.3,1.53687745,1.5363,0.90381905,3,0.33333333,0,-0.061578,0.065015,12.0367043,13.5412923,0.03047,0.02395,0.05488,0.01576
2236,3.5,1.52715642,1.5253,0.91377648,3,0.33333333,0,0.023781,0.10004,13.5655006,15.0727784,0.01272,0.012,0.04956,0.01227
2237,3,1.54930404,1.5487,0.8309749,3,0.33333333,0,-0.016741,0.082534,13.5574362,15.063818,0.01852,0.01751,0.06636,0.02498
2238,3.7,1.5296423,1.5296,0.88790757,3,0.33333333,0,-0.041998,-0.035863,18.1287079,22.6608848,0.00786,0.00384,0.05793,0.0419
