Molecule,SMILES,Force,Predicted Type,Result,BeginAtom,EndAtom
2189,O=C1[C@H]2[C@@H](C(COCC)O1)[C@@]3(C#CC4=CC=C(OCC)C=C4)C5=CC=CC=C5[C@@H]2C6=C3C=CC=C6,3.4,2,1,48,58
2190,O=C1[C@H]2[C@@H](C(COC(C)=O)O1)[C@@]3(C#CC4=CC=C(OCC)C=C4)C5=CC=CC=C5[C@@H]2C6=C3C=CC=C6,2.9,2,1,48,56
2191,[H][C@]12[C@](C(N(COC(C)=O)C2=O)=O)([H])[C@@H]3C=C[C@@]1(C4=CC=C(C5=CC=C(OC(C)=O)O5)O4)O3,4,2,1,24,37
2192,O=C1N(CCOC(C(C)(CC)C)=O)C([C@@]2([H])[C@@]3(COC(C(C)(C)CC)=O)C=C(C4=C(C5=C(C)SC(C6=CC=CC=C6)=C5C)C(F)(F)C(F)(F)C4(F)F)[C@H](O3)[C@]21[H])=O,4,2,1,63,83
2193,O=C1N(CCOC(C(C)(CC)C)=O)C([C@@]([C@@]1([H])[C@H]2O3)([H])[C@@]3(COC(C(C)(CC)C)=O)[C@]4([H])C2=C5C(C(F)(F)C(F)(F)C5(F)F)=C6[C@](C)4SC(C7=CC=CC=C7)=C6C)=O,4.4,2,1,62,82
2195,[H][C@]12[C@](C(N(COC(C)=O)C2=O)=O)([H])[C@]3(C4=CC=CO4)C=C[C@@]1(C5=CC=C(OC(C)=O)O5)O3,4.1,2,1,19,25
2196,O=C(OC)C1=C(C(OC)=O)[C@@H]2C=C[C@@]1(C3=CC=C(C4=CC=CO4)O3)O2,6.3,7,0,29,33
2198,CC(C(C=C1)=CC=C1[C@H](CC(N(CCOC(C)=O)C2=C3C=CC=C2)=C3[C@@H]4C5=CC=CC=C5)[C@H]4N(C=C6)C7=C6C=CC=C7)=O,5.4,2,0,32,67
2200,CC(CC[C@@]1(C2=C(C3(C4=C1C=CC=C4)C#N)C=CC=C2)C(C3(C#N)C#N)C)=O,3.2,2,1,30,38
2201,O=C1[C@H]2[C@@H](C(N1C3=CC=C(CC)C=C3)=O)[C@@]4(COC(C)=O)C5=CC(C=CC=C6)=C6C=C5[C@@H]2C7=C4C=C(C=CC=C8)C8=C7,4.4,2,1,27,49
2202,CC(OCCN(C1=O)C([C@]([C@]2(COC(C)=O)C3=C4C=CC=C3)([C@]1([C@@H]4O2)[H])[H])=O)=O,3.9,2,1,18,31
2203,C/C=C/[C@@H]1[C@H](/C=C/C)O1,6,4,1,8,13
2204,C/C=C/[C@@H]1[C@H](/C=C/C)N1,4.3,4,1,8,13
2205,C/C=C/[C@@H]1[C@H](/C=C/C)C1(F)F,2.1,4,1,8,13
2207,C/C=C/[C@@H]1[C@H](/C=C/C)S1,5.1,4,1,8,13
2208,CC[C@H]1[C@@H](CC)[C@]1(Br)F,4,4,1,7,8
2209,C/C=C/[C@@H]1[C@H](/C=C\\C)[C@]1(Br)Cl,3.3,4,1,8,13
2210,C/C=C\\[C@@H]1[C@H](/C=C\\C)[C@]1(Cl)Br,4,4,1,8,13
2211,CC#C[C@@H]1[C@H](C#CC)C1(F)F,1.8,4,1,8,13
2212,CC#C[C@@H]1[C@H](C#CC)C1(Br)Br,2.1,4,1,8,13
2216,CC#C[C@H]1[C@@H](/C=C/C)[C@@]1(Br)Cl,2.3,4,1,8,13
2217,CC#C[C@@H]1[C@H](/C=C\\C)[C@]1(Cl)F,2.8,4,1,9,15
2218,CC#C[C@@H]1[C@@H]([C@@]1(Br)F)CCC,2.8,4,1,9,15
2219,CC#C[C@@H]1[C@H](C2=CC=C(C)C=C2)C1(Cl)Cl,2.1,4,1,9,23
2220,BrC1(Br)[C@@H](C2=CC=C(C)C=C2)[C@H]1C3=CC=C(C)C=C3,1.9,4,1,18,31
2221,ClC1(Cl)[C@@H](C2=CC(C)=CC=C2)[C@H]1C3=CC(C)=C(O)C=C3,3.7,4,1,26,30
2222,CC[C@@H]1[C@@](CCC)(OC)C1(F)F,3.3,4,1,7,10
2223,CC[C@@H]1[C@H](OCC)C1(Cl)Cl,3.7,4,1,9,15
2224,CC[C@@H]1[C@@H](C1(F)F)OCC,3.2,4,0,9,15
2225,CC[C@@H]1[C@@H](OCC)C1(Br)Br,5.3,4,1,9,15
2226,FC1(F)[C@H]([C@@H]2CC[C@H](/C=C\\C)C2)[C@@H]1[C@@H]3C[C@H](/C=C\\C)CC3,3.2,4,0,36,43
2227,O=C1[C@@]2([C@H](C3=CC=CC(OC(C)=O)=C3)C2(Br)Br)CN4C(OC(C)=O)=CC=C41,4.7,4,1,18,37
2228,O=C1[C@]2(CN3C(OC(C)=O)=CC=C31)[C@H](C2(Br)Br)C4=CC=C(C(OC(C)=O)=C4)Cl,3.8,4,1,18,37
2229,O=C1[C@@]2([C@H](C3=CC=C(OC)C=C3)C2(Cl)Cl)CN4C(OC(C)=O)=CC=C41,4.8,4,1,29,36
2230,O=C(NC1C(N2[C@]1([H])SC(C)(C)[C@@H]2C(OC)=O)=O)CC3=CC=C(C(C)=O)C=C3,5.5,1,0,0,44
2232,C[C@@]12[C@@](C2(Cl)Cl)([H])[C@@H](C)CCC1,5.2,4,1,5,12
2233,BrC1(Br)[C@]2(C)[C@@H](C)CC[C@@H](C)[C@@]21C,3,4,1,12,13
2234,C[C@@]12[C@@]([C@]2(Br)Cl)(C)OCCO1,2.9,4,1,4,5
2235,BrC1(Br)[C@@H](C#N)[C@H]1C2=CC=C(C)C=C2,2.3,4,1,18,22
2236,ClC1([C@H]([C@H]1C2=C(C=C(C=C2)C)OC)C(NC)=O)Cl,3.5,4,1,17,28
2237,COC1=C([C@@H]2[C@](Br)([C@@H]2C(OC)=O)Cl)C=CC(C)=C1,3,4,1,17,27
2238,ClC1(Cl)[C@@H](CCCCCCC2=CC(F)=NC(C)=[N+]2[O-])[C@H]1C,3.7,4,1,3,36
2240,CC1=CC=CC=C1C[C@@H](C2(Cl)Cl)[C@@]2(O[Si](C)(C)C)/C=C/CCC3=CC(OC)=CC=C3,4.4,4,1,17,58
2241,CC1=CC=CC=C1C[C@@H](C2(Br)Br)[C@@]2(O[Si](C)(C)C)/C(C)=C/CCC3=C(C)C=CC=C3,3.9,4,1,17,53
2242,Cl[C@@]1(Br)[C@H](C(OC)=O)[C@@H]1C(OC)=O,4.5,4,1,13,17
2245,FC1(F)[C@@H](OCCC)[C@H]1CCOC,3,4,1,19,23
2246,ClC1(Cl)[C@@H](OCCC)[C@H]1CCOC,3.6,4,1,19,23
2247,FC1(F)[C@](CCOC)(OC)[C@H]1CCOC,2.9,4,0,19,23
2248,ClC1(Cl)[C@](CCOC)(OC)[C@H]1CCOC,3.3,4,1,19,23
2249,COC(/C=C/CC[C@@H]1C(Br)(Br)[C@@H]1CC/C=C/C(OC)=O)=O,3.8,4,1,25,34
2250,O=S(C1=CC(CC)=CC=C1)(O/N=C(C2=CC(CC)=CC=C2)\\C(F)(F)F)=O,3.5,7,1,0,17
2251,CC#C[C@@H]1[C@H](C#CC)N1,3.5,4,1,8,13
2252,O=C([C@H]1[C@H](N1)C(OC)=O)OC,5.8,4,0,11,15
2253,O=C(N(N1[C@@H](CCC)[C@H]1CCC)C2=O)C3=C2C=CC=C3,5.3,4,1,9,13
2254,O=C(N(N1[C@@H](/C=C/C)[C@H]1CCC)C2=O)C3=C2C=CC=C3,4.2,4,1,9,13
2256,O=C(N(N1[C@@H](CCC)[C@@]1(Cl)CCC)C2=O)C3=C2C=CC=C3,4.3,4,1,9,13
2257,O=C(N(N1[C@](CCC)(C2=CC=CC=C2)[C@@]1(C3=CC=CC=C3)CCC)C4=O)C5=C4C=CC=C5,3.1,4,1,9,13
4076,O=C(C)[C@H]1[C@H](C2=CC[C@@H](C)CC2)N1,4.8,4,1,4,24
2259,O=S(C1=CC=C(C=C1[N+]([O-])=O)OC(C)=O)([C@@H]2[C@@H](N2)CCCC)=O,4,4,1,11,36
2260,CC([C@@H]1[C@@H](OCC)C1(Cl)Cl)=O,5.5,4,0,7,15
2261,CC#C[C@@H]1[C@H](OCC)[C@]1(Br)Cl,2.6,4,1,11,15
2262,CC[C@H]1[C@@H](CC)N1S(C2=CC=C(C)C=C2)(=O)=O,5.3,4,1,7,13
2263,COC[C@H]1[C@@H](C2=CC=C(CC)C=C2)N1C3=CC=CC=C3,5.1,4,1,11,24
2264,CCC(C=C1)=CC=C1[C@@H]2[C@H](COC)N2C3=CC(C=CC=C4)=C4C=C3,5.1,4,0,11,24
2265,O=C([C@@]12CCCC[C@@]1(N2S(C3=CC=C(C=C3)C)(=O)=O)CCC)OC,3.5,4,1,5,29
2266,CC(C=C1)=CC=C1S(N(C=C2[C@]3(O[C@]3(C4=CC=C(C(C)=O)C=C4)C5=CC=CC=C5)C)C=[C@]2[C@@]6=C(C)C=CC=C6C)(=O)=O,3.7,4,0,31,71
2267,CN(C=[C@@]1[C@@]2=C(C=CC=C2F)F)C=C1[C@@]3(C)O[C@@]3(C4=CC=CC=C4)C5=CC=C(C=C5)C(C)=O,5.5,4,0,31,52
2268,C[C@@]1(O[C@]1(C2=CC=C(C(C)=O)C=C2)C3=CC=CC=C3)C4=CN(S(=O)(C)=O)C=[C@]4[C@]5=C(F)C=CC=C5F,3.5,4,0,31,55
2269,C[C@@]1(O[C@]1(C2=CC=C(C(C)=O)C=C2)C3=CC=CC=C3)C4=CN(CCOC(C)=O)C=[C@]4[C@]5=C(C)C=CC=C5C,5.1,4,1,24,66
2270,O=C(OCCCC)[C@@H]1[C@H](C2=CC=C(CC)S2)N1,5.6,4,1,24,30
2271,O=C([C@@]1([C@H](O1)C2=CC=C(C=C2)C(C)=O)C(OCC)=O)OC,5.5,4,0,17,26
2272,O=C(OC)[C@]1(C2=CC=CC=C2)[C@H](C3=CC=C(OCC)C=C3)O1,4.9,4,0,23,34
2273,O=C([C@@]1([C@@H](O1)C2=CC=C(C=C2)C(C)=O)/C=C/C3=CC=CC=C3)OC,4,4,1,18,23
2274,COC([C@@]1(C2=CC=CC=C2)[C@]3(CCC(CC)CC3)O1)=O,6,4,1,7,36
2275,CC[C@@H]1[C@@H](OCC)O1,6.1,4,0,7,9
2276,O=C1OCCCCCCOC([C@@H]2[C@H]1[C@@H](C3=CC=C(OC(C)=O)C=C3)[C@H]2C4=CC=C(OC(C)=O)C=C4)=O,2.4,1,1,55,60
2277,O=C1OCCCCCCOC([C@@H]2[C@H]1[C@@H](COC(C)=O)[C@H]2COC(C)=O)=O,4.5,1,0,37,42
2278,CCO[C@H]1C2=CC=CC=C2[C@H]1OCC,2.3,5,1,17,24
2279,CCO[C@@H]1C2=CC=CC=C2[C@H]1OCC,3.7,5,1,17,24
2280,O=C1OCCCCCCOC([C@@H]2[C@H]1[C@@H](C3=CC=C(CC)C=C3)[C@H]2C4=CC=C(CC)C=C4)=O,2.6,1,1,54,55
2284,O=C1OCCCCCCOC([C@@H]2[C@H]1[C@@H](/C=C/C)[C@H]2/C=C/C)=O,3.4,1,1,13,14
2285,O=C1OCCCCCCOC([C@@H]2[C@H]1[C@@H](/C=C\\C)[C@H]2/C=C\\C)=O,4.7,1,1,13,14
2286,ClC1(Cl)[C@@H]([C@@H]2CCC(C)CC2)[C@H]1[C@H]3CCC(C)CC3,3.1,4,1,14,23
2287,O=C(OCC)/C=C1N(C(OCC)=O)N(C(OCC)=O)[C@H]\\1CC2=CC=CC=C2,5.7,1,1,30,34
2288,CC(C=C1)=CN=C1C2(C3(C4=CC=C(C)C=N4)C5=C(C=CC=C5)C6=CC=CC=C63)C7=C(C=CC=C7)C8=CC=CC=C82,4.1,7,1,30,64
2289,CC(C=C1)=CN=C1C2(OOC3(C4=CC=C(C)C=N4)C5=C(C=CC=C5)C6=CC=CC=C63)C7=C(C=CC=C7)C8=CC=CC=C82,5,7,1,30,36
2290,COCCC1=CC=C(C2(OOC3(C4=CC=C(CCOC)C=C4)C5=C(C=CC=C5)C6=CC=CC=C63)C7=C(C=CC=C7)C8=CC=CC=C82)C=C1,5.5,7,1,72,82
1014-,CC1(C)[C@]2(OC(C(OC(C)=O)=CC(C3=C(C=CC=C4)C4=CC5=C3C=CC=C5)=C6)=C6C=C2)N(CCOC(C)=O)C7=CC=CC=C71,3.5,6,1,35,50
1014-2,CC1(C)[C@@]2(OC(C(OC(C)=O)=CC(C3=C(C=CC=C4)C4=CC5=C3C=CC=C5)=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,4,6,1,34,49
1014-2-,CC1(C)[C@]2(OC(C(OC(C)=O)=CC(C3=C(C=CC=C4)C4=CC5=C3C=CC=C5)=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,4,6,1,34,49
1015-,CC1(C)[C@]2(OC(C=C(C3=CC4=C(C=C3)C=C5C(C=C(OC(C)=O)C=C5)=C4)C=C6)=C6N=C2)N(CCOC(C)=O)C7=CC=CC=C71,5.6,6,1,40,69
1017-2,CC1(C)[C@]2(OC(C(OC(C)=O)=CC([N+]([O-])=O)=C3)=C3C=C2)N(CC4=CC=CC(OCC)=C4)C5=CC=C(OC)C=C51,3.5,6,1,38,61
1017-3,CC1(C)[C@]2(OC(C(OC(C)=O)=CC([N+]([O-])=O)=C3)=C3C=C2)N(CC4=CC=CC=C4OCC)C5=CC=C(OC)C=C51,3.5,6,1,38,61
1033-2,CC1(C)C2(C3=CC=CC=C3)N(CC(C=C([N+]([O-])=O)C=C4OCC)=C4O2)C5=CC=CC(C(OC)=O)=C51,3.9,6,1,33,45
1034-2,CC1(C)C2(/C=C/C3=C(O)C=CC=C3)N(CC(C=C([N+]([O-])=O)C=C4OCC)=C4O2)C5=CC=CC(C(OC)=O)=C51,4.8,6,1,33,42
1035-2,CC1(C)C2(/C=C/C3=C(O)C=C([N+]([O-])=O)C=C3)N(CC(C=C([N+]([O-])=O)C=C4OCC)=C4O2)C5=CC=CC(C(OC)=O)=C51,4.8,6,1,33,42
108-,CCOC1=CC=C(C2(C3(N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=N3)C6=CC=C(OCC)C=C6)N=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=N2)C=C1,4.3,7,1,12,65
12-,[H][C@]1(C(NC)=O)[C@]([H])(C2=CC=CC=C2)[C@]([H])(C3=CC=CC=C3)[C@]1(C(NC)=O)[H],4.7,1,1,7,15
12-Feb,[H][C@]1(C(NC)=O)[C@]([H])(C2=CC=CC=C2)[C@@](C(NC)=O)([H])[C@@]1([H])C3=CC=CC=C3,6,1,0,8,17
12-Mar,[H][C@]1(C(NC)=O)[C@]([H])(C2=CC=CC=C2)[C@@](C(NC)=O)([H])[C@@]1([H])C3=CC=CC=C3,3.5,1,1,8,39
2013-2,[H][C@]12[C@@H]3[C@@](C(OC)=O)([H])C[C@@H](O3)[C@@]1([H])N=NN2CC4=CC=C(C(OC)=O)C=C4,4.6,2,1,27,34
2014-2,[H][C@]12[C@@H]3[C@](C(OC)=O)([H])C[C@@H](O3)[C@@]1([H])N=NN2CC4=CC=C(C(OC)=O)C=C4,5,2,1,27,34
2029-2,CCOC1=CC([C@]2([H])[C@@](COC3)([H])[C@@H]3[C@H]2C4=CC(OCC)=CC=C4)=CC=C1,3.4,1,1,12,33
2030-,O=C(OCCCCOC(C)=O)C1=C[C@H]2C3=C([C@]1(CCCCOC(C)=O)C=C2)C(C4=CC=CC=C4)=C(C=CC=C5)C5=C3C6=CC=CC=C6,4.2,2,1,53,85
2031--,O=C(C)C1=CC2C3=C(C=CC=C3)[C@@]1(C(C)=O)C4=C2C=CC=C4,4.2,2,1,22,34
2033b,O=C1N(CCOC(C(C)(C)CC(C(OC)=O)CC)=O)C([C@]2(SCCC)[C@@]3(SCCC)[C@@](C(N(CCOC(C(C)(C)C[C@@H](C(OC)=O)CC)=O)C3=O)=O)(SCCC)[C@@]21SCCC)=O,3.8,1,0,96,106
2034b,O=C1N(CCOC(C(C)(C)CC(C(OC)=O)CC)=O)C([C@@]2(SCCC)[C@@]3(SCCC)[C@@](C(N(CCOC(C(C)(C)C[C@@H](C(OC)=O)CC)=O)C3=O)=O)(SCCC)[C@]21SCCC)=O,4.2,1,0,50,104
2037b,O=C1N(CCOC(C)=O)C([C@]2(SCCC)[C@@]3(SCCC)[C@@](C(N(CCOC(C(C)(C)C[C@@H](C(OC)=O)CC)=O)C3=O)=O)(SCCC)[C@@]21SCCC)=O,3.9,1,0,89,99
2040-2,O=C1[C@]([H])([C@@](C(O2)=O)([C@@](C3=C2C=C(C=C3)OC)4OC)[H])[C@@]4(OC)C5=C(C=C(OC)C=C5)O1,4,1,1,30,34
2042-2,O=C1[C@]([H])([C@](C(O2)=O)([C@](C=C2/C=C(C)/OC)3COC([H])=O)[H])[C@@]3(COC([H])=O)C4=C(C=C(OC)C=C4)O1,3.9,1,1,30,34
2043-2,O=C1[C@]([H])([C@](C(O2)=O)([C@](C(C3)=C2C=C(C3OC)OC)4[H])[H])[C@@]4([H])C5=C(C=C(OC)C(OC)=C5)O1,2.8,1,1,28,32
2043-2b,O=C1[C@]([H])([C@](C(O2)=O)([C@](C(C3)=C2C=C(C3OC)OC)4[H])[H])[C@@]4([H])C5=C(C=C(OC)C(OC)=C5)O1,4.1,1,1,42,46
2043b,O=C1[C@]([H])([C@@](C(O2)=O)([C@@](C(C3)=C2C=C(C3OC)OC)4[H])[H])[C@@]4([H])C5=C(C=C(OC)C(OC)=C5)O1,5.2,1,1,42,46
2044-2,O=C1[C@]([H])([C@](C(O2)=O)([C@](C(C3)=C2C=C(C3OC)OC)4COC=O)[H])[C@@]4(COC=O)C5=C(C=C(OC)C(OC)=C5)O1,3.6,1,1,28,32
2044-2b,O=C1[C@]([H])([C@](C(O2)=O)([C@](C(C3)=C2C=C(C3OC)OC)4COC=O)[H])[C@@]4(COC=O)C5=C(C=C(OC)C(OC)=C5)O1,4.5,1,1,40,44
2044b,O=C1[C@]([H])([C@@](C(O2)=O)([C@@](C(C3)=C2C=C(C3OC)OC)4COC=O)[H])[C@@]4(COC=O)C5=C(C=C(OC)C(OC)=C5)O1,5.8,1,1,40,44
2052-2,O=C(OC)[C@]1(Cl)[C@@H](Cl)[C@H](Cl)[C@@]1(Cl)C(OC)=O,4.9,1,1,10,11
2053-2,O=C(OC)[C@]1(F)CC[C@@]1(F)C(OC)=O,5.4,1,1,14,15
2054-2,O=C(OC)[C@]1(F)[C@@H](F)[C@H](F)[C@@]1(F)C(OC)=O,4.7,1,1,10,11
2057-2,O=C(NC(N1CC)=O)[C@@]2(C)[C@]1([H])[C@](N(CC)C(N3)=O)([H])[C@@]2([H])C3=O,2.6,1,1,27,33
2057-3,O=C(NC(N1CC)=O)[C@@]2([H])[C@]1([H])[C@](N(CC)C(N3)=O)([H])[C@@]2(C)C3=O,2.7,1,1,23,29
2058-2,O=C(NC(N1CC)=O)[C@@]2([H])[C@]1([H])[C@](N(CC)C(N3)=O)([H])[C@@]2([H])C3=O,2.5,1,1,24,30
2069-2,O=C(OC)C(C=C1)=CC=C1[C@@H]2CC[C@H]2C3=CC=C(C(OC)=O)C=C3,5.1,1,1,33,38
2070-2,O=C(OC)C(C=C1)=CC=C1[C@@H]2[C@@H](C(C3=CC=CC=C3)=O)[C@H](C(C4=CC=CC=C4)=O)[C@H]2C5=CC=C(C(OC)=O)C=C5,5,1,1,29,34
2071-2,O=C(OC)C(C=C1)=CC=C1[C@@H]2[C@@H](C(C3=CC=CC=C3)=O)C[C@H]2C4=CC=C(C(OC)=O)C=C4,5.1,1,1,29,34
2079-,C[C@@]12CC[C@H]3[C@]4(C)CC5[C@@](O)([C@@]67CC(CC[C@]6([C@@H]8CC[C@]9([C@@H](CC[C@H]9[C@@H]8C[C@H]75)CC)C)C)=O)C=C4CC[C@H]3[C@@H]1CC[C@H]2CC,6.1,1,0,58,100
2094-,[H][C@@]12[C@@](C[C@@H]2[C@H]3OCC(CC)O3)([H])CCCCCC(C(C)=O)C1,5.3,1,0,27,43
2098-2,O=C(OCC)[C@H]1[C@]2(C(NC3=C2C=CC=C3Cl)=O)[C@@](C4=O)(C(C=CC=C5Cl)=C5N4)[C@H]1C(OCC)=O,4.8,1,1,9,19
2099-2,O=C(OC)[C@H]1[C@]2(C(N(C3=CC=CC=C3)C4=C2C=CC=C4)=O)[C@@](C5=O)(C(C=CC=C6)=C6N5C7=CC=CC=C7)[C@H]1C(OC)=O,4.7,1,1,8,12
2135-2,CN([C@H]([C@@]12C(CN([C@@]1(CCC[C@@]23[H])[H])CCOC(C)=O)=O)C=C4)[C@]43COC(C)=O,6.1,2,0,29,48
2135-3,CN([C@]1(COC(C)=O)C=C2)[C@@H]2[C@]3([H])CCC[C@]4(N(CC([C@@]413)=O)CCOC(C)=O)[H],2.3,2,1,38,47
2135-4,CN([C@@]1(COC(C)=O)C=C2)[C@H]2[C@]3([H])CCC[C@]4(N(CC([C@@]413)=O)CCOC(C)=O)[H],2,2,1,38,45
2136-2,O=C(OCCN(CC1=O)[C@@]2(CCC[C@@H]3[C@]12[C@@]4(COC(C)=O)O[C@@H]3C=C4)[H])C,2,2,1,34,44
2137-2,O=C(OCCN(CC([C@]12[C@@]3(COC(C)=O)C[C@@H]4C=C3)=O)[C@@]1(CCC[C@]24[H])[H])C,2.7,2,1,34,46
2170-2,CC(OC1=C[C@H]2[C@@](C(C(C=CC3=O)=O)=C3[C@@]4([H])C2C=C1)(OCCOC(C)=O)C5=C4C(C=CC5=O)=O)=O,2.5,2,1,40,48
2171-2,CC(OC1=CC2=C(C=C1)[C@H]3C4=C(C(C=CC4=O)=O)[C@@](OCCOC(C)=O)2C5=C3C([C@@]([C@]6(Cl)C(OC)(OC)[C@@]7(Cl)C(Cl)=C6Cl)([H])[C@@]7([H])C5=O)=O)=O,3.7,2,1,38,65
2171-3,CC(OC1=C[C@H]2[C@@](OCCOC(C)=O)(C3=C4C([C@]([H])([C@@]5(C3=O)[H])[C@@]6(C(OC)(C5(C(Cl)=C6Cl)Cl)OC)Cl)=O)C(C(C=C7)=O)=C([C@@H]4C2C=C1)C7=O)=O,2.3,2,1,38,69
2175-2,CC(C1=C[C@H](CCCC2)[C@@H]2[C@]3(C(C)=O)[C@@H]1CCCC3)=O,5.1,7,0,34,41
2185-,C[C@@]12O[C@@]([C@](C1)(CCN3C(C[C@@H](CCOC(C)=O)C3=O)=O)[H])(C=C2)CN4C([C@H](CCOC(C)=O)CC4=O)=O,3.4,2,1,34,59
2187-2,CC(OC[C@@]1(C=C[C@@H]/2[C@H]([C@H]1C(N3CCOC(C)=O)=O)C3=O)C2=C(C4=CC=CC=C4)/C5=CC=CC=C5)=O,4.3,2,1,41,56
2197-2,O=C(N(COC(C)=O)C1=O)[C@]2([H])[C@@]1([H])SC(C(C)=CC([N+]([O-])=O)=C3)=C3[C@@H]2/C=C4C(C)(C)C(C=CC=C5)=C5N\\4COC(C)=O,5,2,0,22,65
2203-,C/C=C/[C@@H]1[C@@H](/C=C/C)O1,6.1,4,1,8,13
2205-,C/C=C/[C@@H]1[C@@H](/C=C/C)C1(Br)Br,4.6,4,0,8,13
2208-,CC[C@@H]1[C@@H](CC)[C@]1(Cl)F,5.1,4,0,7,8
2211-,CC#C[C@H]1[C@H](C#CC)C1(Cl)Cl,4.1,4,0,8,13
2221-2,ClC1(Cl)[C@@H](C2=CC(C)=CC=C2)[C@H]1C3=CC(C)=C([N+]([O-])=O)C=C3,3.8,4,1,26,30
2231-2,C[C@@]12[C@](C2(Cl)Cl)(C)CCCC1,3,4,0,4,5
2232-2,C[C@@]12[C@@](C2(Cl)Cl)([H])[C@H](C)CCC1,5.4,4,1,5,12
2233-2,BrC1(Br)[C@]2([H])[C@H](C)CC[C@@H](C)[C@@]21[H],6.3,4,0,12,13
2234-2,C[C@@]12[C@](C2(Cl)Br)(C)OCCO1,3.6,4,1,4,5
2235-2,BrC1(Br)[C@H](C(F)(F)F)[C@H]1C2=CC=C(C)C=C2,5,4,1,6,18
2242-2,BrC1(Cl)[C@H](C(OC)=O)[C@H]1C(OC)=O,6,4,1,13,17
2246-2,ClC1(Cl)[C@H](OCCC)[C@H]1CCOC,5.4,4,1,19,23
2251-,CC#C[C@H]1[C@H](C#CC)N1,3.8,4,1,8,13
2252-,O=C([C@H]1[C@@H](N1)C(OC)=O)OC,5.8,4,1,11,15
2253-2,O=C(N(N1[C@@H](CCC)[C@@H]1CCC)C2=O)C3=C2C=CC=C3,6.2,4,0,9,13
2254-2,O=C(N(N1[C@@H](/C=C/C)[C@@H]1CCC)C2=O)C3=C2C=CC=C3,5.7,4,1,9,13
2256-2,O=C(N(N1[C@@H](CCC)[C@]1(Cl)CCC)C2=O)C3=C2C=CC=C3,5.6,4,1,9,13
2257-2,O=C(N(N1[C@](CCC)(C2=CC=CC=C2)[C@]1(C3=CC=CC=C3)CCC)C4=O)C5=C4C=CC=C5,5,4,1,9,13
2260-2,CC([C@@H]1[C@@H](OC)[C@@]1(F)Cl)=O,5.2,4,0,7,15
2273-2,O=C([C@@]1([C@@H](O1)/C=C/C2=CC=C(C=C2)C(C)=O)C3=CC=CC=C3)OC,5.2,4,1,29,37
2274-2,COC([C@]1([C@@]2(C1(Cl)Cl)CCC(CC2)CC)C3=CC=CC=C3)=O,4.4,4,1,7,36
2275-2,CC[C@@H]1[C@H](OCC)O1,6.1,4,0,7,9
30b,CC(OC(C=C1)=CC=C1[C@H]2N(C3=CC=CC=C3)C([C@H]2COC(C)=O)=O)=O,4.2,1,1,9,42
31b,O=C1C(C2=CC=CC=C2)(C3=CC=CC=C3)N(C4=CC=C(OCCOC(C)=O)C=C4)N1C5=CC=C(OCCOC(C)=O)C=C5,4.1,1,1,33,69
48-,O=C(NC)OCC1(C2=C3C=CC=C2)C4=C(C3C(C(C=CC=C5)=C5C61COC(NC)=O)C7=C6C=CC=C7)C=CC=C4,2.4,3,1,53,61
49-,O=C(OC)C1(C2=C3C=CC=C2)C4=C(C3C(C(C=CC=C5)=C5C61C(OC)=O)C7=C6C=CC=C7)C=CC=C4,2.4,3,1,49,54
56-2,ClC1(Cl)[C@](CC)([N+]([O-])=O)[C@H]1CC,4,4,1,0,11
623-,O=C1[C@@]2(C(OC)=O)[C@@H](C)[C@@H](C)[C@]1(C(OC)=O)C(C3=CC=CC=C3)=C2C4=CC=CC=C4,5.2,2,1,33,41
628-,O=C1[C@@]2(C#CC)[C@@H](C)[C@@H](C)[C@]1(C#CC)C(C3=CC=CC=C3)=C2C4=CC=CC=C4,7.6,2,1,43,48
631-,C[C@@H]1[C@H](C)[C@]2(CC(OC(C)(C)Br)=O)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[C@]1(COC(C(C)(C)Br)=O)S2(=O)=O,4.4,2,1,40,48
632-,C[C@]1(C2=O)[C@H](CC)[C@@H](CC)[C@]2(C)C(C3=CC=CC=C3)=C1C4=CC=CC=C4,5.1,2,1,38,41
67-2,C/C=C/[C@H]1[C@H](CCC)O1,6.2,4,0,10,17
701-,CN1C2=CC=C(OC(C)=O)C=C2C(C)(C)[C@@]13OC(C(OC(C)=O)=CC([N+]([O-])=O)=C4)=C4C=C3,4.6,6,1,36,43
702-,CC1(C)[C@@]2(OC(C(CC)=CC([N+]([O-])=O)=C3)=C3C=C2)N(CCOC(C)=O)C4=CC=CC=C41,3.1,6,1,43,51
719-2,C[C@H]1C[C@]2([H])C=C[C@@]21C,3,1,1,7,13
719-3,C[C@@]12[C@@](CC2)(C)C=C1,2.7,1,1,6,7
74-,CC(OC1=CC2=C(N([C@@]3(OC4=C(C=C3)C=C([N+]([O-])=O)C=C4OC(C)=O)C2(C)C)C)C=C1)=O,4.9,6,1,40,47
